n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
173,Prioritise3,1,cross,circle,square,triangle,"0.911575527904773,0.20327130372654878,-1.0","1.0,-0.06229796743051119,0.4171389626044979","1.0,-0.0855518419522695,0.38524161028667625","1.0,-0.2885749142137033,-0.24639910949319843",86,317,320,7,"1.0,-0.06229796743051119,0.4171389626044979",317,285
174,Prioritise3,3,triangle,cross,square,circle,"1.0,-0.265680167273015,0.01659727634298691","-0.15745197328482874,0.48927392525561153,0.09851328502402845","1.0,-0.2784883645829067,-0.04031082501765193","1.0,0.08129056571751603,-1.0",349,200,353,68,"1.0,0.08129056571751603,-1.0",68,38
175,Prioritise4,1,cross,square,triangle,circle,"0.2277843781848521,0.3627318956570289,0.6269388339435948","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","0.8885895249151152,0.10029123080933622,0.593298310174416","-0.03665861455697994,0.4386499069954206,0.4655003413302212",252,175,296,230,"-0.04273264564935253,0.4921547641531523,-0.29008164886068233",175,335
176,Prioritise3,0,circle,triangle,cross,square,"0.7836643519746782,0.2678576623980824,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","1.0,-0.19533700364355222,-0.6185256211936343","0.9566713411825642,0.17778746275501622,-1.0",97,179,30,82,"0.7836643519746782,0.2678576623980824,-1.0",97,177
177,Prioritise1,0,circle,square,triangle,cross,"0.7004475934634664,0.30455679594870433,-1.0","1.0,-0.24030349193845646,-0.4804258498410512","0.4204673865307198,0.3003640950728248,0.6680936776579738","-0.14715582087117385,0.4925402828135286,0.025608434090147236",104,22,265,195,"0.7004475934634664,0.30455679594870433,-1.0",104,126
178,NoPrioritise,2,square,cross,circle,triangle,"0.2715377535601935,0.44160513045338035,-1.0","0.19977821842497323,0.3711442763159587,0.6168699381761522","0.4511598862406949,0.28958122135142217,0.6706112376461497","1.0,-0.10086551076024819,0.3631766774585774",141,250,267,322,"0.4511598862406949,0.28958122135142217,0.6706112376461497",267,149
179,Prioritise1,3,circle,cross,triangle,square,"0.8189948021797893,0.2510686603392729,-1.0","1.0,-0.223312447401106,0.14042906010430367","1.0,-0.19533700364355222,-0.6185256211936343","1.0,-0.289651960671372,-0.12741280502186536",94,340,30,359,"1.0,-0.289651960671372,-0.12741280502186536",359,64
180,Prioritise1,0,circle,triangle,cross,square,"0.32969209843730707,0.3308126345090221,0.6543985772501693","0.2419946445565604,0.35840841428502257,0.6316066564714324","0.37478692104604905,0.3159453148278393,0.6623940312376342","1.0,-0.03828278687151976,-1.0",259,253,262,52,"0.32969209843730707,0.3308126345090221,0.6543985772501693",259,2
181,Prioritise3,0,triangle,cross,square,circle,"0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,-0.24425036060701033,0.08619108045783674","-0.12881863109484093,0.46745492896353924,0.32362925960524147","-0.15325530146069954,0.47850880592239364,0.23567289266690317",151,344,217,210,"0.1673887875274096,0.46333008938060627,-0.7729226224565875",151,5
182,Prioritise2,2,triangle,circle,square,cross,"1.0,-0.17339639938985352,0.2442586263282529","1.0,0.08129056571751603,-1.0","-0.028015013033697245,0.49094955428922593,-0.32385780920023366","-0.13746749759655974,0.49384364036211803,-0.01935357496354817",332,68,173,192,"-0.028015013033697245,0.49094955428922593,-0.32385780920023366",173,89
183,Prioritise1,2,circle,square,triangle,cross,"1.0,-0.1159761024614836,0.3405028198215041","0.49743207809976986,0.2728177294164349,0.672458831583457","-0.1336957186097738,0.49417000388378884,-0.03453353894846056","1.0,-0.24513616553833184,-0.4641238358039159",324,270,191,21,"-0.1336957186097738,0.49417000388378884,-0.03453353894846056",191,174
184,Prioritise3,0,square,cross,circle,triangle,"1.0,-0.2810383691272422,-0.05469022987079308","0.4282253351913974,0.40067838587068505,-1.0","0.046610568850004475,0.4151827959781793,0.5366388806382334","0.3000437839717358,0.34032750492681907,0.6478023910819077",354,127,238,257,"1.0,-0.2810383691272422,-0.05469022987079308",354,32
185,Prioritise1,3,triangle,square,circle,cross,"0.4819850074232215,0.2784837623913883,0.6721002952002628","0.04521328814621106,0.4828757040428189,-0.4835461552047625","0.6364477477613335,0.21838082541010184,0.6641383826852352","0.4864131283203974,0.38292092452220805,-1.0",269,164,279,122,"0.4864131283203974,0.38292092452220805,-1.0",122,249
186,Prioritise4,2,triangle,square,cross,circle,"0.21850949126575658,0.4532202130288874,-0.9933869065076532","1.0,0.03716450464441401,-1.0","1.0,-0.0932311933171065,0.374286934875081","1.0,0.008268781307839035,0.5033766660072689",146,62,321,308,"1.0,-0.0932311933171065,0.374286934875081",321,284
187,Prioritise4,0,cross,triangle,circle,square,"0.002753009035762144,0.42748599986642954,0.5027340537090634","1.0,-0.2692625012388049,0.0024658652101630096","0.058211064666331636,0.41192535001918484,0.5445760826660213","-0.14715582087117385,0.4925402828135286,0.025608434090147236",234,350,239,195,"0.002753009035762144,0.42748599986642954,0.5027340537090634",234,291
188,Prioritise3,3,triangle,circle,cross,square,"0.02803139784776887,0.4850479085911541,-0.44669070010662637","0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,0.08129056571751603,-1.0","-0.15218698220497417,0.491399065672369,0.0550849709310266",166,151,68,197,"-0.15218698220497417,0.491399065672369,0.0550849709310266",197,189
189,Prioritise2,2,cross,square,triangle,circle,"1.0,0.007155954649565421,-1.0","0.38995744222104256,0.31083082350540914,0.6645497918058341","0.06286533759988822,0.4804846395944975,-0.5215000541421746","0.37106831880418345,0.41675617985472035,-1.0",58,263,162,132,"0.06286533759988822,0.4804846395944975,-0.5215000541421746",162,118
190,Prioritise1,0,triangle,circle,square,cross,"0.12802681261339854,0.47036395437091305,-0.6683938146358337","1.0,-0.030978196634575572,0.4572913763932509","0.9454860823634645,0.18425356693025585,-1.0","0.02803139784776887,0.4850479085911541,-0.44669070010662637",155,313,83,166,"0.12802681261339854,0.47036395437091305,-0.6683938146358337",155,136
191,Prioritise1,1,circle,triangle,square,cross,"0.984183681480933,0.0471694796759472,0.544551712303033","1.0,-0.09100024043058197,-1.0","1.0,-0.23930972970484676,0.09987881270213972","0.23950483221035568,0.4487573681220651,-1.0",303,45,343,144,"1.0,-0.09100024043058197,-1.0",45,234
192,Prioritise1,0,circle,square,triangle,cross,"1.0,-0.19533700364355222,-0.6185256211936343","1.0,0.10281785561567158,-1.0","1.0,-0.060989074760531836,-1.0","1.0,-0.030978196634575572,0.4572913763932509",30,71,49,313,"1.0,-0.19533700364355222,-0.6185256211936343",30,3
193,Prioritise1,2,triangle,circle,cross,square,"0.1774490411200258,0.4614263698132157,-0.8044096137074778","0.8602068900008202,0.11507220116757,0.6052161878467197","0.003196340864616065,0.48789947231709707,-0.3930376390559923","-0.15971287347422924,0.4846106035432911,0.16864202556096686",150,294,169,205,"0.003196340864616065,0.48789947231709707,-0.3930376390559923",169,326
194,Prioritise1,3,circle,triangle,square,cross,"-0.1481252589400609,0.4756545429797898,0.26153874370652797","0.5810306884554026,0.3509198779468534,-1.0","0.046610568850004475,0.4151827959781793,0.5366388806382334","1.0,-0.09842467873037941,-1.0",212,114,238,44,"1.0,-0.09842467873037941,-1.0",44,37
195,Prioritise1,0,cross,triangle,square,circle,"0.38995744222104256,0.31083082350540914,0.6645497918058341","1.0,0.14454808295369936,-1.0","-0.15745197328482874,0.48927392525561153,0.09851328502402845","1.0,0.13084904670314157,-1.0",263,77,200,75,"0.38995744222104256,0.31083082350540914,0.6645497918058341",263,332
196,NoPrioritise,3,circle,cross,triangle,square,"0.23950483221035568,0.4487573681220651,-1.0","0.9898363577373541,0.15802139914365565,-1.0","1.0,-0.17339639938985352,0.2442586263282529","-0.0789607698268403,0.4510515800167316,0.41453817725242015",144,79,332,225,"-0.0789607698268403,0.4510515800167316,0.41453817725242015",225,128
197,NoPrioritise,0,triangle,square,circle,cross,"0.2277843781848521,0.3627318956570289,0.6269388339435948","0.7726890832158932,0.15810653737494773,0.6353563968956581","1.0,-0.2288330890480459,0.12700076968242469","-0.020427730643879483,0.49026716567376205,-0.3409363637973366",252,288,341,172,"0.2277843781848521,0.3627318956570289,0.6269388339435948",252,157
198,Prioritise2,0,triangle,cross,square,circle,"1.0,0.1513135807267587,-1.0","1.0,-0.23930972970484676,0.09987881270213972","-0.1552691192795369,0.47984650043174004,0.22253130766167373","-0.15745197328482874,0.48927392525561153,0.09851328502402845",78,343,209,200,"1.0,0.1513135807267587,-1.0",78,304
199,Prioritise3,3,triangle,cross,square,circle,"0.4204673865307198,0.3003640950728248,0.6680936776579738","1.0,-0.10844910144201803,0.3519141850209708","1.0,-0.18672585607811276,0.21894575397790916","1.0,-0.07783297952557244,0.3960373748090056",265,323,334,319,"1.0,-0.07783297952557244,0.3960373748090056",319,276
200,Prioritise4,2,square,circle,triangle,cross,"1.0,-0.283482916447115,-0.29186272671519153","1.0,-0.09100024043058197,-1.0","-0.1334211421392112,0.46921826779504494,0.31151742599586085","1.0,0.1513135807267587,-1.0",10,45,216,78,"-0.1334211421392112,0.46921826779504494,0.31151742599586085",216,103
201,Prioritise2,3,cross,square,triangle,circle,"1.0,0.12391818455152381,-1.0","0.18759316868675757,0.45946387343509576,-0.8398972692549822","0.1456375685133382,0.387038501124352,0.5938426811268567","0.02803139784776887,0.4850479085911541,-0.44669070010662637",74,149,246,166,"0.02803139784776887,0.4850479085911541,-0.44669070010662637",166,293
202,Prioritise1,0,triangle,square,cross,circle,"1.0,-0.10580765013847959,-0.9756165541078137","1.0,0.1377261376429495,-1.0","1.0,-0.21911833444213913,-0.5474132739956148","1.0,0.008268781307839035,0.5033766660072689",43,76,26,308,"1.0,-0.10580765013847959,-0.9756165541078137",43,336
203,Prioritise3,2,square,cross,triangle,circle,"-0.11280811015512238,0.4617870748317987,0.35899735609320693","-0.15325530146069954,0.47850880592239364,0.23567289266690317","0.7428418032534498,0.17196979648312705,0.6434837115546581","1.0,0.0520116041796701,-1.0",220,210,286,64,"0.7428418032534498,0.17196979648312705,0.6434837115546581",286,205
204,NoPrioritise,0,triangle,circle,cross,square,"0.4819850074232215,0.2784837623913883,0.6721002952002628","1.0,-0.19533700364355222,-0.6185256211936343","1.0,0.023895135487088437,0.520455959599228","1.0,-0.2853220527670477,-0.0836186653125478",269,30,306,356,"0.4819850074232215,0.2784837623913883,0.6721002952002628",269,149
205,Prioritise1,3,square,circle,triangle,cross,"0.8168605703912253,0.13684827598857496,0.6213530935889016","1.0,-0.20571451687417974,0.18014638001872707","0.3148218664135791,0.3356097028178475,0.6512264970146455","-0.14500574250124976,0.47413711311303364,0.2742570559677715",291,337,258,213,"-0.14500574250124976,0.47413711311303364,0.2742570559677715",213,93
206,Prioritise4,0,cross,square,circle,triangle,"1.0,-0.2692625012388049,0.0024658652101630096","0.31518019558100097,0.43119815975599396,-1.0","0.058211064666331636,0.41192535001918484,0.5445760826660213","1.0,-0.08353952619481586,-1.0",350,137,239,46,"1.0,-0.2692625012388049,0.0024658652101630096",350,121
207,Prioritise1,3,cross,circle,triangle,square,"1.0,0.11693500061052231,-1.0","1.0,0.008268781307839035,0.5033766660072689","0.8771865507724368,0.22170185938115816,-1.0","1.0,-0.2133971103908915,-0.5647212078646006",73,308,89,27,"1.0,-0.2133971103908915,-0.5647212078646006",27,43
208,Prioritise4,3,circle,square,triangle,cross,"1.0,-0.06229796743051119,0.4171389626044979","1.0,-0.2541916545294901,-0.43193236346031305","-0.020427730643879483,0.49026716567376205,-0.3409363637973366","1.0,-0.23930972970484676,0.09987881270213972",317,19,172,343,"1.0,-0.23930972970484676,0.09987881270213972",343,61
209,Prioritise3,3,cross,circle,square,triangle,"-0.004817967995419115,0.4887422579776717,-0.37551595656205394","0.09441071644993482,0.40170970408167506,0.5670564126145141","0.1774490411200258,0.4614263698132157,-0.8044096137074778","1.0,0.0520116041796701,-1.0",170,242,150,64,"1.0,0.0520116041796701,-1.0",64,189
210,Prioritise4,2,square,circle,triangle,cross,"0.7954699681646173,0.26233143705175754,-1.0","1.0,-0.265680167273015,0.01659727634298691","0.15741439024530024,0.4651753747362595,-0.7441898531558468","0.9303101871846857,0.07776559495072588,0.5737236459068971",96,349,152,299,"0.15741439024530024,0.4651753747362595,-0.7441898531558468",152,179
211,Prioritise2,0,triangle,circle,square,cross,"-0.02724900693809007,0.43596400275120595,0.47511170232003863","0.10890282843090082,0.4735368131811257,-0.6233623294930688","0.49743207809976986,0.2728177294164349,0.672458831583457","1.0,-0.19533700364355222,-0.6185256211936343",231,157,270,30,"-0.02724900693809007,0.43596400275120595,0.47511170232003863",231,136
212,NoPrioritise,2,square,triangle,circle,cross,"1.0,-0.19952917352700605,0.19318579588388318","-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.6823545184579658,0.19890605819631269,0.6567852503614975","1.0,-0.14892208927791584,-0.7642951287839744",336,219,282,37,"0.6823545184579658,0.19890605819631269,0.6567852503614975",282,184
213,NoPrioritise,2,square,triangle,circle,cross,"1.0,-0.25779156666188097,0.04465505589445962","-0.15936350859590664,0.487578374203653,0.1269149288768463","0.3262451978832188,0.42843842117143094,-1.0","-0.1598212484830719,0.4866460428277808,0.1409432704458322",347,202,136,203,"0.3262451978832188,0.42843842117143094,-1.0",136,209
214,Prioritise3,0,triangle,circle,cross,square,"0.8744524420551003,0.1077067653533772,0.5993718879433354","1.0,-0.2810383691272422,-0.05469022987079308","0.4282253351913974,0.40067838587068505,-1.0","0.5128942075651803,0.26707393527284795,0.6725600501236935",295,354,127,271,"0.8744524420551003,0.1077067653533772,0.5993718879433354",295,293
215,Prioritise3,2,square,circle,cross,triangle,"-0.07663707943429687,0.49424057193593485,-0.2075945922293636","-0.15087465470231598,0.47711162872615454,0.24867635980838454","1.0,-0.17339639938985352,0.2442586263282529","1.0,-0.22467733398512213,-0.5303566464837048",180,211,332,25,"1.0,-0.17339639938985352,0.2442586263282529",332,232
216,Prioritise4,3,square,cross,circle,triangle,"1.0,-0.18672585607811276,0.21894575397790916","1.0,0.1513135807267587,-1.0","1.0,0.03716450464441401,-1.0","0.984183681480933,0.0471694796759472,0.544551712303033",334,78,62,303,"0.984183681480933,0.0471694796759472,0.544551712303033",303,283
217,Prioritise3,0,square,circle,triangle,cross,"1.0,-0.24513616553833184,-0.4641238358039159","0.5453823652594301,0.36344457638027117,-1.0","1.0,0.11693500061052231,-1.0","0.21850949126575658,0.4532202130288874,-0.9933869065076532",21,117,73,146,"1.0,-0.24513616553833184,-0.4641238358039159",21,151
218,NoPrioritise,3,circle,square,cross,triangle,"1.0,-0.1558548551326704,-0.7405909184559469","0.31518019558100097,0.43119815975599396,-1.0","0.046610568850004475,0.4151827959781793,0.5366388806382334","-0.02724900693809007,0.43596400275120595,0.47511170232003863",36,137,238,231,"-0.02724900693809007,0.43596400275120595,0.47511170232003863",231,55
219,NoPrioritise,3,cross,triangle,square,circle,"0.9709143462906737,0.05487098646765176,0.5521665648538059","0.41670369996421397,0.40402696808005323,-1.0","1.0,-0.015534070910116049,-1.0","1.0,-0.015267259554568757,0.4762913260168815",302,128,55,311,"1.0,-0.015267259554568757,0.4762913260168815",311,180
220,Prioritise2,0,square,triangle,cross,circle,"-0.11280811015512238,0.4617870748317987,0.35899735609320693","-0.13746749759655974,0.49384364036211803,-0.01935357496354817","-0.02724900693809007,0.43596400275120595,0.47511170232003863","0.2823521228309567,0.4390974279014652,-1.0",220,192,231,140,"-0.11280811015512238,0.4617870748317987,0.35899735609320693",220,145
