n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
172,Prioritise1,3,square,circle,cross,triangle,"1.0,-0.19319706407583936,0.20612000948251996","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","1.0,-0.09100024043058197,-1.0","0.8771865507724368,0.22170185938115816,-1.0",335,175,45,89,"0.8771865507724368,0.22170185938115816,-1.0",89,280
173,NoPrioritise,0,square,circle,cross,triangle,"0.9788490541088481,0.1646703741338249,-1.0","0.7127176267031001,0.18557291042394586,0.6506302425082333","0.6646065852612066,0.3192149609683923,-1.0","1.0,-0.25779156666188097,0.04465505589445962",80,284,107,347,"0.9788490541088481,0.1646703741338249,-1.0",80,64
174,Prioritise1,0,cross,circle,square,triangle,"0.7127176267031001,0.18557291042394586,0.6506302425082333","-0.1160886962144162,0.49493957268076216,-0.09618366371381681","1.0,-0.12344048141961106,0.3289459564990056","1.0,-0.1694459751095364,-0.6968170409133772",284,187,325,34,"0.7127176267031001,0.18557291042394586,0.6506302425082333",284,355
175,Prioritise4,0,square,cross,circle,triangle,"1.0,-0.13481497066722903,-0.8172789642511413","0.09441071644993415,0.40170970408167506,0.5670564126145141","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","0.41670369996421397,0.40402696808005323,-1.0",39,242,179,128,"1.0,-0.13481497066722903,-0.8172789642511413",39,301
176,Prioritise2,3,circle,triangle,cross,square,"0.35968141037855483,0.3209804608831912,0.6599831247203418","-0.15601024525342333,0.4900377710624384,0.08414494382818494","1.0,-0.25779156666188097,0.04465505589445962","0.07186027412725471,0.47920645949573504,-0.5409731165987569",261,199,347,161,"0.07186027412725471,0.47920645949573504,-0.5409731165987569",161,87
177,Prioritise1,1,triangle,circle,square,cross,"0.49743207809976986,0.2728177294164349,0.672458831583457","1.0,-0.18904346603826983,-0.637249894721835","0.35978173682339754,0.41977397962065344,-1.0","1.0,-0.15960027999342463,0.2690977661520819",270,31,133,330,"1.0,-0.18904346603826983,-0.637249894721835",31,272
178,Prioritise2,2,cross,circle,square,triangle,"1.0,-0.176090722701999,-0.6762956704638035","0.8072476110492377,0.25673500061136667,-1.0","0.3373683384989987,0.425614728337375,-1.0","1.0,-0.25779156666188097,0.04465505589445962",33,95,135,347,"0.3373683384989987,0.425614728337375,-1.0",135,37
179,NoPrioritise,2,triangle,square,cross,circle,"1.0,-0.24976805918886447,-0.4479639557291707","1.0,0.11693500061052231,-1.0","0.6517915958318632,0.21196052870658733,0.661939301509457","0.19781922438295352,0.4574422518266765,-0.8818361039644314",20,73,280,148,"0.6517915958318632,0.21196052870658733,0.661939301509457",280,176
180,NoPrioritise,2,cross,triangle,circle,square,"0.8072476110492377,0.25673500061136667,-1.0","0.15741439024530024,0.4651753747362595,-0.7441898531558468","0.5438403016684124,0.25535465854340766,0.6719910833849003","1.0,-0.2897135245148047,-0.23135156862016248",95,152,273,6,"0.5438403016684124,0.25535465854340766,0.6719910833849003",273,177
181,Prioritise3,1,cross,triangle,square,circle,"0.8168605703912253,0.13684827598857496,0.6213530935889016","0.7836643519746782,0.2678576623980824,-1.0","1.0,-0.1159761024614836,0.3405028198215041","1.0,-0.2583995670372059,-0.4160170008955538",291,97,324,18,"0.7836643519746782,0.2678576623980824,-1.0",97,43
182,Prioritise1,0,triangle,cross,square,circle,"0.4511598862406947,0.28958122135142217,0.6706112376461497","1.0,-0.2905255226561695,-0.14211314919909668","0.1673887875274096,0.46333008938060627,-0.7729226224565875","-0.06301515924349677,0.44629443292921844,0.43549282839157066",267,0,151,227,"0.4511598862406947,0.28958122135142217,0.6706112376461497",267,114
183,Prioritise4,2,triangle,circle,square,cross,"1.0,0.022205290041545256,-1.0","1.0,0.031678509722878445,0.528693730626498","0.4282253351913974,0.40067838587068505,-1.0","0.3000437839717358,0.34032750492681907,0.6478023910819077",60,305,127,257,"0.4282253351913974,0.40067838587068505,-1.0",127,121
184,Prioritise1,3,triangle,circle,square,cross,"1.0,0.10990102188412854,-1.0","-0.07020697204541848,0.49392917223661503,-0.22388609625324785","1.0,-0.20752138035248524,-0.5823144238115788","-0.11280811015512238,0.4617870748317987,0.35899735609320693",72,179,28,220,"-0.11280811015512238,0.4617870748317987,0.35899735609320693",220,91
185,NoPrioritise,2,cross,square,circle,triangle,"0.9709143462906737,0.05487098646765176,0.5521665648538059","0.7123805921607476,0.2995277721370815,-1.0","1.0,-0.10086551076024819,0.3631766774585774","1.0,0.06672643376273091,-1.0",302,103,322,66,"1.0,-0.10086551076024819,0.3631766774585774",322,85
186,Prioritise2,3,triangle,cross,circle,square,"1.0,-0.2787294505909397,-0.3224626175099854","1.0,-0.0855518419522695,0.38524161028667625","-0.03545149328753128,0.4915787209123279,-0.3069086161051545","1.0,-0.03828278687151976,-1.0",12,320,174,52,"1.0,-0.03828278687151976,-1.0",52,39
187,Prioritise1,3,square,cross,triangle,circle,"0.35978173682339754,0.41977397962065344,-1.0","0.1997782184249719,0.37114427631595914,0.6168699381761522","0.6407010103455535,0.32862970770224886,-1.0","1.0,0.022205290041545256,-1.0",133,250,109,60,"1.0,0.022205290041545256,-1.0",60,120
188,Prioritise2,1,cross,circle,square,triangle,"0.09017416231209929,0.4764835565228893,-0.581140049938324","0.6287517000804042,0.333230015934751,-1.0","1.0,-0.1558548551326704,-0.7405909184559469","1.0,-0.16655302622891022,0.25673909055504174",159,110,36,331,"0.6287517000804042,0.333230015934751,-1.0",110,188
189,Prioritise4,3,square,circle,triangle,cross,"0.4397882380638529,0.39726260220805054,-1.0","1.0,-0.00039510366743955583,-1.0","0.04521328814621106,0.4828757040428189,-0.4835461552047625","-0.12966480223349675,0.49444262706220066,-0.04980752507879116",126,57,164,190,"-0.12966480223349675,0.49444262706220066,-0.04980752507879116",190,348
190,Prioritise4,0,cross,triangle,circle,square,"1.0,-0.14190666083918357,-0.7896703829265752","0.5902286499321849,0.2372037618456999,0.6692134526599127","0.40522526965537775,0.4073086888830977,-1.0","1.0,-0.2787294505909397,-0.3224626175099854",38,276,129,12,"1.0,-0.14190666083918357,-0.7896703829265752",38,289
191,Prioritise3,1,circle,cross,square,triangle,"-0.1582066093163167,0.48234509352938293,0.19584550247902222","0.5929450132200651,0.3466038519932022,-1.0","0.06286533759988822,0.4804846395944975,-0.5215000541421746","0.7874973343482177,0.15108074255601633,0.6309286527694675",207,113,162,289,"0.5929450132200651,0.3466038519932022,-1.0",113,284
192,Prioritise2,1,circle,triangle,square,cross,"-0.1160886962144162,0.49493957268076216,-0.09618366371381681","1.0,-0.27259515439613147,-0.011730747350127468","1.0,-0.09100024043058197,-1.0","0.21370971933434912,0.36697709911931464,0.6220261074603506",187,351,45,251,"1.0,-0.27259515439613147,-0.011730747350127468",351,0
193,Prioritise2,2,square,cross,circle,triangle,"0.7599790593392,0.278698430329378,-1.0","0.18759316868675757,0.45946387343509576,-0.8398972692549822","1.0,-0.265680167273015,0.01659727634298691","-0.12881863109484093,0.46745492896353924,0.32362925960524147",99,149,349,217,"1.0,-0.265680167273015,0.01659727634298691",349,357
194,Prioritise2,3,circle,triangle,square,cross,"0.9165223056430671,0.08531838961047389,0.5804719469242157","0.5453823652594301,0.36344457638027117,-1.0","1.0,0.1513135807267587,-1.0","1.0,-0.2810383691272422,-0.05469022987079308",298,117,78,354,"1.0,-0.2810383691272422,-0.05469022987079308",354,125
195,Prioritise4,0,circle,triangle,square,cross,"0.37478692104604905,0.3159453148278393,0.6623940312376342","1.0,-0.28849207683894174,-0.11276294357485506","1.0,-0.18904346603826983,-0.637249894721835","-0.1160886962144162,0.49493957268076216,-0.09618366371381681",262,358,31,187,"0.37478692104604905,0.3159453148278393,0.6623940312376342",262,315
196,Prioritise4,0,cross,square,triangle,circle,"0.557247182986663,0.35934004439537626,-1.0","1.0,-0.28331765203541326,-0.06912673399707303","1.0,-0.1558548551326704,-0.7405909184559469","0.04521328814621106,0.4828757040428189,-0.4835461552047625",116,355,36,164,"0.557247182986663,0.35934004439537626,-1.0",116,258
197,NoPrioritise,1,circle,square,triangle,cross,"0.9566713411825642,0.17778746275501622,-1.0","0.3937919637711427,0.41052389502637143,-1.0","0.6210691465439071,0.22472865664823272,0.6660842894513506","0.18599750731146814,0.3752337008299145,0.6114718629309206",82,130,278,249,"0.3937919637711427,0.41052389502637143,-1.0",130,181
198,Prioritise1,1,square,triangle,cross,circle,"0.5217173616076898,0.3714436344565344,-1.0","0.8072476110492377,0.25673500061136667,-1.0","1.0,-0.289651960671372,-0.12741280502186536","0.21850949126575658,0.4532202130288874,-0.9933869065076532",119,95,359,146,"0.8072476110492377,0.25673500061136667,-1.0",95,66
199,NoPrioritise,3,triangle,square,cross,circle,"0.557247182986663,0.35934004439537626,-1.0","1.0,-0.2914084206358549,-0.1716625835351976","-0.045760705841983884,0.4412666063320212,0.45569155140365925","0.5902286499321849,0.2372037618456999,0.6692134526599127",116,2,229,276,"0.5902286499321849,0.2372037618456999,0.6692134526599127",276,282
200,Prioritise2,0,square,circle,triangle,cross,"1.0,0.10990102188412854,-1.0","-0.12966480223349675,0.49444262706220066,-0.04980752507879116","-0.017538974095646753,0.43320838581829424,0.48452289736445553","1.0,-0.15254529173699993,0.2813312795320311",72,190,232,329,"1.0,0.10990102188412854,-1.0",72,186
201,Prioritise4,1,square,cross,circle,triangle,"0.37478692104604905,0.3159453148278393,0.6623940312376342","1.0,-0.28704790815198966,-0.09816451385922986","0.7954699681646173,0.26233143705175754,-1.0","-0.15971287347422924,0.4846106035432911,0.16864202556096686",262,357,96,205,"1.0,-0.28704790815198966,-0.09816451385922986",357,154
202,Prioritise3,1,square,triangle,circle,cross,"-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.6407010103455535,0.32862970770224886,-1.0","0.49743207809976986,0.2728177294164349,0.672458831583457","1.0,-0.2759589912597996,-0.3378595329546661",219,109,270,13,"0.6407010103455535,0.32862970770224886,-1.0",109,247
203,NoPrioritise,3,cross,triangle,square,circle,"1.0,-0.07007995956776203,0.4066709204115653","0.2563330525591274,0.3540064263668754,0.6360281906414551","1.0,-0.053431764767480794,-1.0","0.9788490541088481,0.1646703741338249,-1.0",318,254,50,80,"0.9788490541088481,0.1646703741338249,-1.0",80,73
204,Prioritise3,2,triangle,cross,square,circle,"1.0,-0.266139671692747,-0.3844942650329082","0.9677931896988998,0.1712594071065523,-1.0","0.28536486694739915,0.3449661378960809,0.6441272460635925","1.0,-0.2618543528600009,0.0306611530728087",16,81,256,348,"0.28536486694739915,0.3449661378960809,0.6441272460635925",256,205
205,Prioritise3,3,cross,square,triangle,circle,"1.0,0.031678509722878445,0.528693730626498","-0.15601024525342333,0.4900377710624384,0.08414494382818494","1.0,-0.2352776592018201,-0.4968859262116322","0.15891936573799903,0.3831804895186659,0.5999565135488085",305,199,23,247,"0.15891936573799903,0.3831804895186659,0.5999565135488085",247,45
206,Prioritise4,0,square,triangle,cross,circle,"1.0,-0.015534070910116049,-1.0","0.28536486694739915,0.3449661378960809,0.6441272460635925","-0.09355100115627091,0.45554214766479406,0.3928507547204487","1.0,-0.2352776592018201,-0.4968859262116322",55,256,223,23,"1.0,-0.015534070910116049,-1.0",55,300
207,NoPrioritise,2,circle,cross,triangle,square,"1.0,-0.2897135245148047,-0.23135156862016248","0.21850949126575658,0.4532202130288874,-0.9933869065076532","-0.06301515924349677,0.44629443292921844,0.43549282839157066","0.4981526525436166,0.3791643150394166,-1.0",6,146,227,121,"-0.06301515924349677,0.44629443292921844,0.43549282839157066",227,16
208,Prioritise3,2,square,cross,triangle,circle,"1.0,-0.24976805918886447,-0.4479639557291707","0.7362113369355152,0.2892555466706437,-1.0","1.0,-0.07604755533137741,-1.0","0.8022226392771252,0.14399413187212562,0.6262603189685363",20,101,47,290,"1.0,-0.07604755533137741,-1.0",47,7
209,Prioritise1,1,triangle,cross,circle,square,"0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,-0.19952917352700617,0.19318579588388318","1.0,0.07402842417913646,-1.0","0.17237529551869346,0.3792456671279014,0.6058334931269098",151,336,67,248,"1.0,-0.19952917352700617,0.19318579588388318",336,286
210,Prioritise4,3,triangle,square,cross,circle,"0.5128942075651803,0.26707393527284795,0.6725600501236935","-0.03665861455697994,0.4386499069954206,0.4655003413302212","1.0,-0.2583995670372059,-0.4160170008955538","-0.1599394399400429,0.4856569012506431,0.15485318992015062",271,230,18,204,"-0.1599394399400429,0.4856569012506431,0.15485318992015062",204,76
211,Prioritise2,2,triangle,square,cross,circle,"0.5453823652594301,0.36344457638027117,-1.0","-0.10587186235375057,0.4950046804635242,-0.12755688133261178","0.8307090529045498,0.2453327610063578,-1.0","0.04521328814621106,0.4828757040428189,-0.4835461552047625",117,185,93,164,"0.8307090529045498,0.2453327610063578,-1.0",93,76
212,NoPrioritise,2,square,circle,triangle,cross,"-0.007535811164553707,0.4303825516742039,0.4937312314227156","0.4397882380638529,0.39726260220805054,-1.0","1.0,-0.24030349193845646,-0.4804258498410512","1.0,-0.09842467873037941,-1.0",233,126,22,44,"1.0,-0.24030349193845646,-0.4804258498410512",22,322
213,Prioritise4,0,cross,triangle,circle,square,"-0.1415152911985038,0.4725588943334964,0.2868282896334675","1.0,-0.030699357614306977,-1.0","1.0,-0.1159761024614836,0.3405028198215041","0.04521328814621106,0.4828757040428189,-0.4835461552047625",214,53,324,164,"-0.1415152911985038,0.4725588943334964,0.2868282896334675",214,146
214,Prioritise1,1,circle,square,cross,triangle,"0.29323185337982705,0.4365272844863326,-1.0","1.0,-0.2692625012388049,0.0024658652101630096","1.0,-0.1308360377071882,0.3172469791017578","-0.09355100115627091,0.45554214766479406,0.3928507547204487",139,350,326,223,"1.0,-0.2692625012388049,0.0024658652101630096",350,67
215,Prioritise3,1,triangle,square,cross,circle,"1.0,-0.2905679542092485,-0.21635494529981825","0.697563521415238,0.19227379976898162,0.6538323072937366","1.0,-0.23930972970484676,0.09987881270213972","0.5929450132200651,0.3466038519932022,-1.0",5,283,343,113,"0.697563521415238,0.19227379976898162,0.6538323072937366",283,35
216,Prioritise3,3,cross,circle,triangle,square,"1.0,0.023895135487088437,0.520455959599228","1.0,-0.2853220527670477,-0.0836186653125478","1.0,-0.22467733398512213,-0.5303566464837048","1.0,-0.030699357614306977,-1.0",306,356,25,53,"1.0,-0.030699357614306977,-1.0",53,88
217,Prioritise2,2,triangle,circle,cross,square,"1.0,-0.07007995956776203,0.4066709204115653","1.0,-0.2810383691272422,-0.05469022987079308","1.0,0.10281785561567158,-1.0","1.0,-0.045861603138592444,-1.0",318,354,71,51,"1.0,0.10281785561567158,-1.0",71,99
218,NoPrioritise,0,cross,triangle,square,circle,"1.0,-0.28331765203541326,-0.06912673399707303","-0.10674528321075638,0.4597702151299572,0.3704541436797111","1.0,-0.007413941176475647,0.4855113905503705","1.0,-0.12042756170577695,-0.8836340589512358",355,221,310,41,"1.0,-0.28331765203541326,-0.06912673399707303",355,304
219,Prioritise3,2,circle,triangle,square,cross,"1.0,-0.18904346603826983,-0.637249894721835","1.0,0.023895135487088437,0.520455959599228","-0.10674528321075638,0.4597702151299572,0.3704541436797111","0.6526534052453359,0.32395804637990677,-1.0",31,306,221,108,"-0.10674528321075638,0.4597702151299572,0.3704541436797111",221,66
220,Prioritise4,3,cross,circle,triangle,square,"1.0,-0.11314379054822865,-0.9277147292103822","1.0,-0.17339639938985352,0.2442586263282529","-0.0889322071979689,0.49470485377678974,-0.17530036558846096","1.0,0.12391818455152381,-1.0",42,332,182,74,"1.0,0.12391818455152381,-1.0",74,182
