n_trial,condition,tested_position,shape_0,shape_1,shape_2,shape_3,color_0,color_1,color_2,color_3,color_angle_0,color_angle_1,color_angle_2,color_angle_3,correct_response,correct_response_angle,wheel_rotation
171,Prioritise3,3,triangle,circle,cross,square,"1.0,-0.2117453636986133,0.16700499532847024","1.0,-0.18904346603826983,-0.637249894721835","0.09441071644993482,0.40170970408167506,0.5670564126145141","1.0,-0.023115205136178596,-1.0",338,31,242,54,"1.0,-0.023115205136178596,-1.0",54,29
174,Prioritise3,3,triangle,square,circle,cross,"0.7123805921607476,0.2995277721370815,-1.0","0.8458569493622168,0.12238552790175761,0.6108291411981881","0.7874973343482179,0.15108074255601633,0.6309286527694675","1.0,0.08129056571751603,-1.0",103,293,289,68,"1.0,0.08129056571751603,-1.0",68,140
196,Prioritise3,3,cross,circle,triangle,square,"1.0,-0.03828278687151976,-1.0","1.0,-0.1558548551326704,-0.7405909184559469","1.0,-0.27293323902243416,-0.35332683897484074","0.854028730639278,0.2336538600688729,-1.0",52,36,14,91,"0.854028730639278,0.2336538600688729,-1.0",91,302
205,Prioritise3,3,square,triangle,circle,cross,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785","-0.01269399205840449,0.48953144240138324,-0.3581525544909092","0.4819850074232215,0.2784837623913883,0.6721002952002628","1.0,-0.266139671692747,-0.3844942650329082",179,171,269,16,"1.0,-0.266139671692747,-0.3844942650329082",16,40
218,Prioritise3,3,cross,triangle,circle,square,"1.0,-0.15254529173699993,0.2813312795320311","0.6517915958318632,0.21196052870658733,0.661939301509457","-0.14097292288545527,0.4934633616179327,-0.004268922352566595","1.0,-0.007959551777363516,-1.0",329,280,193,56,"1.0,-0.007959551777363516,-1.0",56,269
4,Prioritise4,0,square,circle,cross,triangle,"1.0,-0.29113614091237483,-0.20140827106110581","1.0,-0.20149881210311282,-0.6002331830476271","0.09441071644993482,0.40170970408167506,0.5670564126145141","0.40522526965537775,0.4073086888830977,-1.0",4,29,242,129,"1.0,-0.29113614091237483,-0.20140827106110581",4,224
33,Prioritise4,0,circle,cross,triangle,square,"-0.1552691192795369,0.47984650043174004,0.22253130766167373","-0.1160886962144162,0.49493957268076216,-0.09618366371381681","-0.15691856372514257,0.4811251279442219,0.20925454252068332","-0.15691856372514257,0.4811251279442219,0.20925454252068332",209,187,208,208,"-0.1552691192795369,0.47984650043174004,0.22253130766167373",209,40
40,Prioritise4,0,cross,square,circle,triangle,"1.0,-0.2885749142137033,-0.24639910949319843","0.47470490157818523,0.38660875671905104,-1.0","1.0,0.05938674364207741,-1.0","0.2607905457923898,0.44405077031286466,-1.0",7,123,65,142,"1.0,-0.2885749142137033,-0.24639910949319843",7,307
54,Prioritise4,0,cross,square,triangle,circle,"1.0,-0.12042756170577695,-0.8836340589512358","0.10691635848548953,0.39815526341168916,0.5740986907036785","1.0,-0.289651960671372,-0.12741280502186536","0.7599790593392,0.278698430329378,-1.0",41,243,359,99,"1.0,-0.12042756170577695,-0.8836340589512358",41,226
60,Prioritise4,0,triangle,cross,square,circle,"1.0,-0.015267259554568757,0.4762913260168815","-0.0889322071979689,0.49470485377678974,-0.17530036558846096","0.5453823652594301,0.36344457638027117,-1.0","0.7718332302050808,0.2733134055615505,-1.0",311,182,117,98,"1.0,-0.015267259554568757,0.4762913260168815",311,183
73,Prioritise4,0,circle,triangle,square,cross,"-0.15691856372514257,0.4811251279442219,0.20925454252068332","-0.04273264564935253,0.4921547641531523,-0.29008164886068233","0.09017416231209929,0.4764835565228893,-0.581140049938324","1.0,-0.2288330890480459,0.12700076968242469",208,175,159,341,"-0.15691856372514257,0.4811251279442219,0.20925454252068332",208,177
77,Prioritise4,0,cross,square,triangle,circle,"0.6364477477613335,0.21838082541010184,0.6641383826852352","-0.15857178695416452,0.48845422840718666,0.1127707600476957","0.3937919637711429,0.41052389502637143,-1.0","-0.01269399205840449,0.48953144240138324,-0.3581525544909092",279,201,130,171,"0.6364477477613335,0.21838082541010184,0.6641383826852352",279,358
120,Prioritise4,0,square,circle,triangle,cross,"1.0,0.1513135807267587,-1.0","0.8885895249151152,0.10029123080933622,0.593298310174416","0.3446475566939091,0.32593623267112437,0.6573177271493604","0.2715377535601935,0.44160513045338035,-1.0",78,296,260,141,"1.0,0.1513135807267587,-1.0",78,17
135,Prioritise4,0,circle,square,cross,triangle,"0.09441071644993482,0.40170970408167506,0.5670564126145141","0.6765582342033039,0.31440040312493167,-1.0","-0.15745197328482874,0.48927392525561153,0.09851328502402845","1.0,-0.15960027999342463,0.2690977661520819",242,106,200,330,"0.09441071644993482,0.40170970408167506,0.5670564126145141",242,86
154,Prioritise4,0,cross,circle,square,triangle,"0.5217173616076898,0.3714436344565344,-1.0","0.9709143462906737,0.05487098646765176,0.5521665648538059","0.9001622899209403,0.20948101299508481,-1.0","1.0,-0.12042756170577695,-0.8836340589512358",119,302,87,41,"0.5217173616076898,0.3714436344565344,-1.0",119,89
157,Prioritise4,0,triangle,square,cross,circle,"0.7362113369355152,0.2892555466706437,-1.0","1.0,0.13084904670314157,-1.0","1.0,0.0520116041796701,-1.0","1.0,-0.14892208927791584,-0.7642951287839744",101,75,64,37,"0.7362113369355152,0.2892555466706437,-1.0",101,229
26,Prioritise4,1,triangle,square,cross,circle,"-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.1774490411200258,0.4614263698132157,-0.8044096137074778","0.4665589352747248,0.2840716923699367,0.6714844115718321","1.0,-0.14190666083918357,-0.7896703829265752",219,150,268,38,"0.1774490411200258,0.4614263698132157,-0.8044096137074778",150,54
27,Prioritise4,1,circle,triangle,cross,square,"-0.1598212484830719,0.4866460428277808,0.1409432704458322","1.0,-0.053431764767480794,-1.0","0.6517915958318632,0.21196052870658733,0.661939301509457","0.8072476110492377,0.25673500061136667,-1.0",203,50,280,95,"1.0,-0.053431764767480794,-1.0",50,84
62,Prioritise4,1,triangle,square,cross,circle,"-0.09355100115627268,0.4555421476647945,0.3928507547204487","0.6517915958318632,0.21196052870658733,0.661939301509457","0.03656203285471027,0.4839890544285097,-0.46499532916065","-0.1336957186097738,0.49417000388378884,-0.03453353894846056",223,280,165,191,"0.6517915958318632,0.21196052870658733,0.661939301509457",280,183
64,Prioritise4,1,triangle,square,cross,circle,"1.0,-0.1558548551326704,-0.7405909184559469","0.9303101871846857,0.07776559495072588,0.5737236459068971","-0.13746749759655974,0.49384364036211803,-0.01935357496354817","0.11962807502985351,0.3945255124543332,0.5809118383777745",36,299,192,244,"0.9303101871846857,0.07776559495072588,0.5737236459068971",299,240
87,Prioritise4,1,triangle,square,cross,circle,"1.0,-0.18262560807777894,-0.6564771422547051","0.21850949126575658,0.4532202130288874,-0.9933869065076532","-0.137653653553384,0.47091943313012696,0.2992494234533911","1.0,-0.2787294505909397,-0.3224626175099854",32,146,215,12,"0.21850949126575658,0.4532202130288874,-0.9933869065076532",146,113
104,Prioritise4,1,square,circle,triangle,cross,"0.07186027412725471,0.47920645949573504,-0.5409731165987569","1.0,0.13084904670314157,-1.0","0.03656203285471027,0.4839890544285097,-0.46499532916065","1.0,-0.291416597096681,-0.18651092035548889",161,75,165,3,"1.0,0.13084904670314157,-1.0",75,246
106,Prioritise4,1,triangle,cross,circle,square,"0.9165223056430671,0.08531838961047389,0.5804719469242157","-0.08288077159008311,0.49449913405181634,-0.1914000323192474","0.7278119810668549,0.17880451220180715,0.6471802765379799","0.03525654226328623,0.4183671124064994,0.5284836519992187",298,181,285,237,"-0.08288077159008311,0.49449913405181634,-0.1914000323192474",181,267
173,Prioritise4,1,cross,square,circle,triangle,"0.35968141037855483,0.3209804608831912,0.6599831247203418","0.4051864188365102,0.30563705046778256,0.6664498358678796","0.25011230249462657,0.4464347244570299,-1.0","0.5283655398475315,0.26125276704655587,0.6724040666408482",261,264,143,272,"0.4051864188365102,0.30563705046778256,0.6664498358678796",264,277
183,Prioritise4,1,square,circle,cross,triangle,"-0.07020697204541848,0.49392917223661503,-0.22388609625324785","-0.01269399205840449,0.48953144240138324,-0.3581525544909092","1.0,-0.29111130123666484,-0.15686324257888173","-0.028015013033697245,0.49094955428922593,-0.32385780920023366",179,171,1,173,"-0.01269399205840449,0.48953144240138324,-0.3581525544909092",171,86
193,Prioritise4,1,square,triangle,cross,circle,"-0.15601024525342333,0.4900377710624384,0.08414494382818494","0.002753009035762144,0.42748599986642954,0.5027340537090634","0.5747774279545166,0.24332959852807035,0.670395358395977","0.509921421288337,0.37533864292099284,-1.0",199,234,275,120,"0.002753009035762144,0.42748599986642954,0.5027340537090634",234,316
206,Prioritise4,1,square,triangle,circle,cross,"0.9709143462906737,0.05487098646765176,0.5521665648538059","0.40522526965537775,0.4073086888830977,-1.0","0.8602068900008202,0.11507220116757,0.6052161878467197","0.21370971933434912,0.36697709911931464,0.6220261074603506",302,129,294,251,"0.40522526965537775,0.4073086888830977,-1.0",129,96
3,Prioritise4,2,cross,circle,triangle,square,"1.0,-0.15960027999342463,0.2690977661520819","0.9001622899209403,0.20948101299508481,-1.0","1.0,0.023895135487088437,0.520455959599228","0.19977821842497323,0.3711442763159587,0.6168699381761522",330,87,306,250,"1.0,0.023895135487088437,0.520455959599228",306,340
24,Prioritise4,2,cross,square,circle,triangle,"1.0,0.10990102188412854,-1.0","1.0,-0.223312447401106,0.14042906010430367","0.38995744222104256,0.31083082350540914,0.6645497918058341","1.0,-0.223312447401106,0.14042906010430367",72,340,263,340,"0.38995744222104256,0.31083082350540914,0.6645497918058341",263,239
32,Prioritise4,2,square,cross,triangle,circle,"-0.004817967995419115,0.4887422579776717,-0.37551595656205394","0.8168605703912253,0.13684827598857496,0.6213530935889016","1.0,-0.12765325079304635,-0.8480385611780058","-0.15913672951032076,0.48350679120805196,0.18230705521727808",170,291,40,206,"1.0,-0.12765325079304635,-0.8480385611780058",40,13
45,Prioritise4,2,square,cross,circle,triangle,"0.9001622899209403,0.20948101299508481,-1.0","-0.13746749759655974,0.49384364036211803,-0.01935357496354817","0.8423878648894922,0.2395276862660105,-1.0","-0.02724900693809007,0.43596400275120595,0.47511170232003863",87,192,92,231,"0.8423878648894922,0.2395276862660105,-1.0",92,22
81,Prioritise4,2,cross,triangle,circle,square,"1.0,-0.283482916447115,-0.29186272671519153","1.0,-0.1801231371030828,0.23165973332613699","-0.12881863109484093,0.46745492896353924,0.32362925960524147","1.0,-0.07007995956776203,0.4066709204115653",10,333,217,318,"-0.12881863109484093,0.46745492896353924,0.32362925960524147",217,305
108,Prioritise4,2,cross,circle,square,triangle,"0.8656291340184048,0.2277117481201254,-1.0","1.0,-0.23930972970484676,0.09987881270213972","-0.15425303278284086,0.49074605836511664,0.06966808771232391","1.0,0.1377261376429495,-1.0",90,343,198,76,"-0.15425303278284086,0.49074605836511664,0.06966808771232391",198,38
115,Prioritise4,2,cross,triangle,circle,square,"1.0,-0.19319706407583936,0.20612000948251996","0.8314067698500829,0.129644828397681,0.6162087510840306","1.0,-0.16655302622891022,0.25673909055504174","-0.12881863109484093,0.46745492896353924,0.32362925960524147",335,292,331,217,"1.0,-0.16655302622891022,0.25673909055504174",331,103
123,Prioritise4,2,cross,triangle,circle,square,"0.15741439024530024,0.4651753747362595,-0.7441898531558468","-0.02724900693809007,0.43596400275120595,0.47511170232003863","1.0,-0.06229796743051119,0.4171389626044979","0.8314067698500829,0.129644828397681,0.6162087510840306",152,231,317,292,"1.0,-0.06229796743051119,0.4171389626044979",317,267
140,Prioritise4,2,cross,circle,triangle,square,"0.6885060196604067,0.3095143481419429,-1.0","0.2563330525591274,0.3540064263668754,0.6360281906414551","0.12802681261339854,0.47036395437091305,-0.6683938146358337","0.14752787305018233,0.4669625621869047,-0.7174796825499677",105,254,155,153,"0.12802681261339854,0.47036395437091305,-0.6683938146358337",155,274
148,Prioritise4,2,triangle,cross,square,circle,"0.25011230249462657,0.4464347244570299,-1.0","0.7127176267031001,0.18557291042394586,0.6506302425082333","1.0,-0.00039510366743955583,-1.0","-0.15325530146069954,0.47850880592239364,0.23567289266690317",143,284,57,210,"1.0,-0.00039510366743955583,-1.0",57,238
200,Prioritise4,2,triangle,square,circle,cross,"0.29323185337982705,0.4365272844863326,-1.0","0.09441071644993482,0.40170970408167506,0.5670564126145141","1.0,0.022205290041545256,-1.0","0.8022226392771252,0.14399413187212562,0.6262603189685363",139,242,60,290,"1.0,0.022205290041545256,-1.0",60,44
1,Prioritise4,3,cross,triangle,circle,square,"1.0,-0.2759589912597996,-0.3378595329546661","1.0,-0.2905255226561695,-0.14211314919909668","0.1673887875274096,0.46333008938060627,-0.7729226224565875","1.0,-0.21911833444213913,-0.5474132739956148",13,0,151,26,"1.0,-0.21911833444213913,-0.5474132739956148",26,1
75,Prioritise4,3,circle,cross,square,triangle,"1.0,-0.03828278687151976,-1.0","0.7874973343482179,0.15108074255601633,0.6309286527694675","1.0,-0.27259515439613147,-0.011730747350127468","0.9303101871846857,0.07776559495072588,0.5737236459068971",52,289,351,299,"0.9303101871846857,0.07776559495072588,0.5737236459068971",299,119
76,Prioritise4,3,square,triangle,circle,cross,"0.19781922438295352,0.4574422518266765,-0.8818361039644314","1.0,-0.265680167273015,0.01659727634298691","0.37478692104604905,0.3159453148278393,0.6623940312376342","0.41670369996421397,0.40402696808005323,-1.0",148,349,262,128,"0.41670369996421397,0.40402696808005323,-1.0",128,129
94,Prioritise4,3,circle,square,triangle,cross,"1.0,-0.20149881210311282,-0.6002331830476271","1.0,-0.09100024043058197,-1.0","0.37478692104604905,0.3159453148278393,0.6623940312376342","0.911575527904773,0.20327130372654878,-1.0",29,45,262,86,"0.911575527904773,0.20327130372654878,-1.0",86,284
100,Prioritise4,3,square,circle,triangle,cross,"0.09017416231209929,0.4764835565228893,-0.581140049938324","-0.08288077159008311,0.49449913405181634,-0.1914000323192474","1.0,-0.265680167273015,0.01659727634298691","0.37478692104604905,0.3159453148278393,0.6623940312376342",159,181,349,262,"0.37478692104604905,0.3159453148278393,0.6623940312376342",262,234
132,Prioritise4,3,circle,square,cross,triangle,"0.8656291340184048,0.2277117481201254,-1.0","-0.02724900693809007,0.43596400275120595,0.47511170232003863","-0.05680994196765965,0.4931478034098584,-0.2567707460520542","1.0,0.00043266500642058503,0.4945408245860483",90,231,177,309,"1.0,0.00043266500642058503,0.4945408245860483",309,214
134,Prioritise4,3,cross,circle,square,triangle,"1.0,0.016090771115826907,0.5120159997035829","0.8656291340184048,0.2277117481201254,-1.0","1.0,-0.2133971103908915,-0.5647212078646006","-0.09355100115627268,0.4555421476647945,0.3928507547204487",307,90,27,223,"-0.09355100115627268,0.4555421476647945,0.3928507547204487",223,329
199,Prioritise4,3,cross,circle,triangle,square,"-0.0789607698268403,0.4510515800167316,0.41453817725242015","1.0,-0.28849207683894174,-0.11276294357485506","0.5747774279545166,0.24332959852807035,0.670395358395977","0.11962807502985351,0.3945255124543332,0.5809118383777745",225,358,275,244,"0.11962807502985351,0.3945255124543332,0.5809118383777745",244,21
211,Prioritise4,3,square,cross,triangle,circle,"-0.0889322071979689,0.49470485377678974,-0.17530036558846096","0.5283655398475315,0.26125276704655587,0.6724040666408482","0.14752787305018233,0.4669625621869047,-0.7174796825499677","1.0,-0.015267259554568757,0.4762913260168815",182,272,153,311,"1.0,-0.015267259554568757,0.4762913260168815",311,353
219,Prioritise4,3,cross,circle,square,triangle,"0.9788490541088481,0.1646703741338249,-1.0","1.0,-0.05449202187079283,0.427438243059558","-0.11850987372908683,0.4637398184337027,0.34737226103556385","0.8886984490493344,0.21562474761751438,-1.0",80,316,219,88,"0.8886984490493344,0.21562474761751438,-1.0",88,9
220,Prioritise4,3,triangle,cross,square,circle,"0.003196340864616065,0.48789947231709707,-0.3930376390559923","0.8307090529045498,0.2453327610063578,-1.0","-0.10043403746491275,0.49495767021285575,-0.14337977127983403","0.046610568850004475,0.4151827959781793,0.5366388806382334",169,93,184,238,"0.046610568850004475,0.4151827959781793,0.5366388806382334",238,145
